order_id,shop_id,ship_to_cust_id,ship_from_shop_id,sales_amt,delivery_fee,saler_id,coupon_id,discount_amt,post_date,post_time,customer_id,self_pick_flg,acct_1,acct_2,acct_3,description_1,description_2,description_3
110049205,323,2156029,323,160.0,,,,,2020-05-30,15:43:27,2156029,0,CNY,,,,,
110049206,155,2222314,155,160.0,,,,,2020-05-30,15:47:47,2222314,0,CNY,,,,,
110049207,352,2220891,352,455.0,,,,,2020-05-30,15:48:48,2220891,0,CNY,,,,,
110049208,626,2158765,626,80.99,,,,,2020-05-30,15:55:40,2158765,0,CNY,,,,,
110049209,323,2177099,323,522.99,,,,,2020-05-30,15:58:06,2177099,0,CNY,,,,,
110049210,352,2171509,352,405.0,,,,,2020-05-30,16:06:32,2171509,0,CNY,,,,,
110049211,352,2167350,352,540.0,,,,,2020-05-30,16:15:15,2167350,0,CNY,,,,,
110049212,626,2184272,626,375.0,,,,,2020-05-30,16:16:17,2184272,0,CNY,,,,,
110049213,188,2217068,188,480.0,,,,,2020-05-30,16:25:30,2217068,0,CNY,,,,,
110049214,626,2200577,626,220.0,,,,,2020-05-30,16:31:26,2200577,0,CNY,,,,,
110049215,188,2153585,188,400.0,,,,,2020-05-30,16:34:05,2153585,0,CNY,,,,,
110049216,323,2179912,323,105.0,,,,,2020-05-30,16:38:33,2179912,0,CNY,,,,,
110049217,352,2165933,352,870.0,,,,,2020-05-30,16:45:22,2165933,0,CNY,,,,,
110049218,626,2130644,626,400.0,,,,,2020-05-30,16:47:05,2130644,0,CNY,,,,,
110049219,479,2203228,479,125.0,,,,,2020-05-30,16:48:43,2203228,0,CNY,,,,,
110049220,188,2149321,188,630.0,,,,,2020-05-30,16:57:56,2149321,0,CNY,,,,,
110049221,188,2228818,188,660.0,,,,,2020-05-30,16:59:29,2228818,0,CNY,,,,,
110049222,188,2161693,188,405.0,,,,,2020-05-30,17:00:05,2161693,0,CNY,,,,,
110049223,155,2163724,155,570.0,,,,,2020-05-30,17:06:35,2163724,0,CNY,,,,,
110049224,479,2163466,479,105.0,,,,,2020-05-30,17:13:21,2163466,0,CNY,,,,,
110049225,188,2220215,188,305.0,,,,,2020-05-30,17:13:51,2220215,0,CNY,,,,,
110049226,188,2223362,188,260.0,,,,,2020-05-30,17:14:09,2223362,0,CNY,,,,,
110049227,479,2189161,479,220.0,,,,,2020-05-30,17:23:33,2189161,0,CNY,,,,,
110049228,626,2217497,626,260.0,,,,,2020-05-30,17:32:30,2217497,0,CNY,,,,,
110049229,352,2202954,352,125.0,,,,,2020-05-30,17:32:34,2202954,0,CNY,,,,,
110049230,479,2214133,479,105.0,,,,,2020-05-30,17:42:16,2214133,0,CNY,,,,,
110049231,155,2192620,155,920.0,,,,,2020-05-30,17:51:08,2192620,0,CNY,,,,,
110049232,352,2181166,352,634.99,,,,,2020-05-30,17:55:19,2181166,0,CNY,,,,,
110049233,155,2189882,155,200.0,,,,,2020-05-30,18:04:01,2189882,0,CNY,,,,,
110049234,352,2156100,352,890.0,,,,,2020-05-30,18:06:34,2156100,0,CNY,,,,,
110049235,352,2166069,352,125.0,,,,,2020-05-30,18:11:40,2166069,0,CNY,,,,,
110049236,188,2225482,188,220.0,,,,,2020-05-30,18:19:55,2225482,0,CNY,,,,,
110049237,323,2201988,323,125.0,,,,,2020-05-30,18:25:29,2201988,0,CNY,,,,,
110049238,188,2149342,188,990.0,,,,,2020-05-30,18:32:17,2149342,0,CNY,,,,,
110049239,626,2130784,626,125.0,,,,,2020-05-30,18:36:46,2130784,0,CNY,,,,,
110049240,323,2140999,323,180.0,,,,,2020-05-30,18:46:15,2140999,0,CNY,,,,,
110049241,479,2201805,479,160.0,,,,,2020-05-30,18:56:14,2201805,0,CNY,,,,,
110049242,626,2219599,626,575.0,,,,,2020-05-30,18:57:54,2219599,0,CNY,,,,,
110049243,626,2223185,626,170.0,,,,,2020-05-30,19:01:06,2223185,0,CNY,,,,,
110049244,188,2193273,188,370.0,,,,,2020-05-30,19:06:27,2193273,0,CNY,,,,,
110049245,352,2188707,352,210.0,,,,,2020-05-30,19:09:40,2188707,0,CNY,,,,,
110049246,188,2217786,188,120.0,,,,,2020-05-30,19:12:37,2217786,0,CNY,,,,,
110049247,352,2134928,352,355.0,,,,,2020-05-30,19:18:36,2134928,0,CNY,,,,,
110049248,626,2135408,626,160.0,,,,,2020-05-30,19:22:10,2135408,0,CNY,,,,,
110049249,155,2139528,155,367.97,,,,,2020-05-30,19:25:35,2139528,0,CNY,,,,,
110049250,352,2148393,352,275.0,,,,,2020-05-30,19:32:41,2148393,0,CNY,,,,,
110049251,479,2159526,479,389.99,,,,,2020-05-30,19:41:11,2159526,0,CNY,,,,,
110049252,188,2207883,188,385.0,,,,,2020-05-30,19:44:53,2207883,0,CNY,,,,,
110049253,626,2181490,626,310.0,,,,,2020-05-30,19:49:49,2181490,0,CNY,,,,,
110049254,323,2160096,323,160.0,,,,,2020-05-30,19:53:41,2160096,0,CNY,,,,,
110049255,155,2173033,155,480.0,,,,,2020-05-30,19:59:45,2173033,0,CNY,,,,,
110049256,188,2158063,188,295.0,,,,,2020-05-30,20:03:46,2158063,0,CNY,,,,,
110049257,323,2201291,323,190.0,,,,,2020-05-30,20:09:05,2201291,0,CNY,,,,,
110049258,188,2178746,188,375.0,,,,,2020-05-30,20:18:58,2178746,0,CNY,,,,,
110049259,323,2168966,323,115.0,,,,,2020-05-30,20:24:12,2168966,0,CNY,,,,,
110049260,323,2175306,323,115.0,,,,,2020-05-30,20:24:29,2175306,0,CNY,,,,,
110049261,155,2188594,155,200.0,,,,,2020-05-30,20:27:21,2188594,0,CNY,,,,,
110049262,188,2212161,188,790.0,,,,,2020-05-30,20:33:09,2212161,0,CNY,,,,,
110049263,479,2144077,479,540.0,,,,,2020-05-30,20:34:28,2144077,0,CNY,,,,,
110049264,188,2185936,188,240.0,,,,,2020-05-30,20:41:24,2185936,0,CNY,,,,,
110049265,155,2143678,155,247.99,,,,,2020-05-30,20:44:53,2143678,0,CNY,,,,,
110049266,188,2212595,188,340.0,,,,,2020-05-30,20:50:45,2212595,0,CNY,,,,,
110049267,626,2188294,626,80.99,,,,,2020-05-30,21:00:24,2188294,0,CNY,,,,,
110049268,155,2218339,155,80.99,,,,,2020-05-30,21:02:16,2218339,0,CNY,,,,,
110049269,626,2144971,626,400.0,,,,,2020-05-30,21:05:53,2144971,0,CNY,,,,,
110049270,626,2195108,626,245.99,,,,,2020-05-30,21:09:37,2195108,0,CNY,,,,,
110049271,479,2217789,479,420.0,,,,,2020-05-30,21:15:40,2217789,0,CNY,,,,,
110049272,479,2200550,479,115.0,,,,,2020-05-30,21:18:10,2200550,0,CNY,,,,,
110049273,155,2136429,155,230.0,,,,,2020-05-30,21:24:19,2136429,0,CNY,,,,,
110049274,479,2204215,479,410.0,,,,,2020-05-30,21:26:46,2204215,0,CNY,,,,,
110049275,352,2156075,352,564.97,,,,,2020-05-30,21:35:41,2156075,0,CNY,,,,,
110049276,479,2201133,479,740.0,,,,,2020-05-30,21:43:42,2201133,0,CNY,,,,,
110049277,626,2228463,626,270.0,,,,,2020-05-30,21:50:58,2228463,0,CNY,,,,,
110049278,479,2146508,479,105.0,,,,,2020-05-30,21:51:45,2146508,0,CNY,,,,,
110049279,323,2205164,323,365.0,,,,,2020-05-30,22:00:15,2205164,0,CNY,,,,,
110049280,626,2191624,626,115.0,,,,,2020-05-30,22:02:30,2191624,0,CNY,,,,,
110049281,155,2140446,155,565.0,,,,,2020-05-30,22:04:48,2140446,0,CNY,,,,,
110049282,323,2152604,323,295.0,,,,,2020-05-30,22:06:08,2152604,0,CNY,,,,,
110049283,188,2182700,188,115.0,,,,,2020-05-30,22:14:55,2182700,0,CNY,,,,,
110049284,188,2163159,188,100.0,,,,,2020-05-30,22:24:17,2163159,0,CNY,,,,,
110049285,323,2181507,323,100.0,,,,,2020-05-30,22:32:38,2181507,0,CNY,,,,,
110049286,155,2180223,155,260.0,,,,,2020-05-30,22:37:48,2180223,0,CNY,,,,,
110049287,626,2177067,626,895.0,,,,,2020-05-30,22:44:21,2177067,0,CNY,,,,,
110049288,188,2143350,188,945.0,,,,,2020-05-30,22:47:21,2143350,0,CNY,,,,,
110049289,188,2187451,188,260.0,,,,,2020-05-30,22:56:15,2187451,0,CNY,,,,,
110049290,323,2188983,323,327.99,,,,,2020-05-30,23:02:28,2188983,0,CNY,,,,,
110049291,188,2218675,188,115.0,,,,,2020-05-30,23:04:18,2218675,0,CNY,,,,,
110049292,626,2202502,626,330.0,,,,,2020-05-30,23:05:01,2202502,0,CNY,,,,,
110049293,323,2163750,323,355.99,,,,,2020-05-30,23:11:16,2163750,0,CNY,,,,,
110049294,626,2153490,626,190.0,,,,,2020-05-30,23:16:43,2153490,0,CNY,,,,,
110049295,323,2174108,323,190.0,,,,,2020-05-30,23:17:41,2174108,0,CNY,,,,,
110049296,626,2145928,626,290.0,,,,,2020-05-30,23:25:25,2145928,0,CNY,,,,,
110049297,626,2139738,626,260.0,,,,,2020-05-30,23:29:32,2139738,0,CNY,,,,,
110049298,352,2199123,352,115.0,,,,,2020-05-30,23:39:12,2199123,0,CNY,,,,,
110049299,626,2169931,626,635.0,,,,,2020-05-30,23:40:56,2169931,0,CNY,,,,,
110049300,188,2220816,188,355.0,,,,,2020-05-30,23:46:54,2220816,0,CNY,,,,,
110049301,323,2230356,323,260.0,,,,,2020-05-30,23:51:55,2230356,0,CNY,,,,,
110049302,188,2167436,188,115.0,,,,,2020-05-30,23:59:04,2167436,0,CNY,,,,,
110049303,323,2177455,323,345.0,,,,,2020-05-31,00:03:24,2177455,0,CNY,,,,,
110049304,323,2158150,323,199.99,,,,,2020-05-31,00:08:47,2158150,0,CNY,,,,,
110049305,352,2215035,352,233.97,,,,,2020-05-31,00:15:35,2215035,0,CNY,,,,,
110049306,626,2194073,626,425.99,,,,,2020-05-31,00:23:01,2194073,0,CNY,,,,,
110049307,479,2221486,479,115.0,,,,,2020-05-31,00:25:59,2221486,0,CNY,,,,,
110049308,626,2179103,626,420.0,,,,,2020-05-31,00:34:19,2179103,0,CNY,,,,,
110049309,352,2133830,352,125.0,,,,,2020-05-31,00:38:46,2133830,0,CNY,,,,,
110049310,479,2193669,479,560.0,,,,,2020-05-31,00:39:51,2193669,0,CNY,,,,,
110049311,188,2136499,188,115.0,,,,,2020-05-31,00:43:26,2136499,0,CNY,,,,,
110049312,188,2136138,188,165.0,,,,,2020-05-31,00:50:09,2136138,0,CNY,,,,,
110049313,188,2138960,188,530.0,,,,,2020-05-31,00:59:18,2138960,0,CNY,,,,,
110049314,626,2202445,626,250.0,,,,,2020-05-31,01:00:59,2202445,0,CNY,,,,,
110049315,323,2202783,323,360.0,,,,,2020-05-31,01:02:03,2202783,0,CNY,,,,,
110049316,188,2145078,188,115.0,,,,,2020-05-31,01:11:48,2145078,0,CNY,,,,,
110049317,352,2185488,352,260.0,,,,,2020-05-31,01:20:53,2185488,0,CNY,,,,,
110049318,479,2173251,479,340.0,,,,,2020-05-31,01:26:38,2173251,0,CNY,,,,,
110049319,323,2143653,323,210.0,,,,,2020-05-31,01:26:56,2143653,0,CNY,,,,,
110049320,479,2140293,479,410.0,,,,,2020-05-31,01:27:09,2140293,0,CNY,,,,,
110049321,188,2169606,188,84.99,,,,,2020-05-31,01:34:58,2169606,0,CNY,,,,,
110049322,323,2171010,323,430.0,,,,,2020-05-31,01:39:58,2171010,0,CNY,,,,,
110049323,188,2153677,188,360.0,,,,,2020-05-31,01:40:06,2153677,0,CNY,,,,,
110049324,188,2147203,188,320.0,,,,,2020-05-31,01:41:12,2147203,0,CNY,,,,,
110049325,626,2168998,626,540.0,,,,,2020-05-31,01:51:09,2168998,0,CNY,,,,,
110049326,479,2181305,479,115.0,,,,,2020-05-31,01:59:45,2181305,0,CNY,,,,,
110049327,188,2225882,188,147.99,,,,,2020-05-31,01:59:58,2225882,0,CNY,,,,,
110049328,479,2153807,479,479.98,,,,,2020-05-31,02:05:05,2153807,0,CNY,,,,,
110049329,626,2197263,626,610.0,,,,,2020-05-31,02:08:17,2197263,0,CNY,,,,,
110049330,323,2132477,323,700.0,,,,,2020-05-31,02:08:30,2132477,0,CNY,,,,,
110049331,188,2227872,188,160.0,,,,,2020-05-31,02:13:54,2227872,0,CNY,,,,,
110049332,352,2207328,352,115.0,,,,,2020-05-31,02:22:27,2207328,0,CNY,,,,,
110049333,479,2205630,479,375.0,,,,,2020-05-31,02:23:45,2205630,0,CNY,,,,,
110049334,479,2152177,479,370.0,,,,,2020-05-31,02:24:15,2152177,0,CNY,,,,,
110049335,155,2170061,155,437.99,,,,,2020-05-31,02:31:10,2170061,0,CNY,,,,,
110049336,626,2208796,626,125.0,,,,,2020-05-31,02:37:45,2208796,0,CNY,,,,,
110049337,323,2134282,323,430.0,,,,,2020-05-31,02:45:09,2134282,0,CNY,,,,,
110049338,626,2209654,626,250.0,,,,,2020-05-31,02:50:13,2209654,0,CNY,,,,,
110049339,626,2206565,626,115.0,,,,,2020-05-31,02:55:23,2206565,0,CNY,,,,,
110049340,479,2224019,479,995.0,,,,,2020-05-31,03:01:16,2224019,0,CNY,,,,,
110049341,479,2189266,479,170.0,,,,,2020-05-31,03:09:32,2189266,0,CNY,,,,,
110049342,479,2199375,479,677.98,,,,,2020-05-31,03:17:07,2199375,0,CNY,,,,,
110049343,188,2227672,188,125.0,,,,,2020-05-31,03:18:37,2227672,0,CNY,,,,,
110049344,323,2196333,323,115.0,,,,,2020-05-31,03:28:25,2196333,0,CNY,,,,,
110049345,323,2151433,323,365.0,,,,,2020-05-31,03:37:46,2151433,0,CNY,,,,,
110049346,323,2168945,323,740.0,,,,,2020-05-31,03:39:27,2168945,0,CNY,,,,,
110049347,479,2157998,479,260.0,,,,,2020-05-31,03:39:32,2157998,0,CNY,,,,,
110049348,188,2194254,188,120.0,,,,,2020-05-31,03:42:21,2194254,0,CNY,,,,,
110049349,626,2193246,626,380.0,,,,,2020-05-31,03:47:20,2193246,0,CNY,,,,,
110049350,188,2139151,188,710.0,,,,,2020-05-31,03:54:23,2139151,0,CNY,,,,,
110049351,188,2208123,188,270.0,,,,,2020-05-31,03:55:35,2208123,0,CNY,,,,,
110049352,626,2218575,626,635.0,,,,,2020-05-31,04:01:19,2218575,0,CNY,,,,,
110049353,155,2215930,155,105.0,,,,,2020-05-31,04:10:55,2215930,0,CNY,,,,,
110049354,323,2177470,323,1390.0,,,,,2020-05-31,04:20:29,2177470,0,CNY,,,,,
110049355,479,2221604,479,450.0,,,,,2020-05-31,04:27:07,2221604,0,CNY,,,,,
110049356,323,2169842,323,535.0,,,,,2020-05-31,04:33:35,2169842,0,CNY,,,,,
110049357,323,2208559,323,115.0,,,,,2020-05-31,04:40:26,2208559,0,CNY,,,,,
110049358,323,2195884,323,115.0,,,,,2020-05-31,04:44:19,2195884,0,CNY,,,,,
110049359,188,2170651,188,340.0,,,,,2020-05-31,04:46:09,2170651,0,CNY,,,,,
110049360,323,2168794,323,400.0,,,,,2020-05-31,04:54:33,2168794,0,CNY,,,,,
110049361,479,2170497,479,125.0,,,,,2020-05-31,05:03:46,2170497,0,CNY,,,,,
110049362,626,2139946,626,115.0,,,,,2020-05-31,05:11:08,2139946,0,CNY,,,,,
110049363,352,2139570,352,105.0,,,,,2020-05-31,05:17:24,2139570,0,CNY,,,,,
110049364,479,2226150,479,125.0,,,,,2020-05-31,05:18:34,2226150,0,CNY,,,,,
110049365,479,2212450,479,860.0,,,,,2020-05-31,05:23:32,2212450,0,CNY,,,,,
110049366,479,2147817,479,840.0,,,,,2020-05-31,05:29:20,2147817,0,CNY,,,,,
110049367,626,2155566,626,580.0,,,,,2020-05-31,05:35:20,2155566,0,CNY,,,,,
110049368,479,2222878,479,165.0,,,,,2020-05-31,05:43:45,2222878,0,CNY,,,,,
110049369,626,2217214,626,415.0,,,,,2020-05-31,05:51:21,2217214,0,CNY,,,,,
110049370,626,2196737,626,400.0,,,,,2020-05-31,05:59:02,2196737,0,CNY,,,,,
110049371,323,2159210,323,105.0,,,,,2020-05-31,06:02:52,2159210,0,CNY,,,,,
110049372,352,2189448,352,154.99,,,,,2020-05-31,06:12:09,2189448,0,CNY,,,,,
110049373,323,2214029,323,105.0,,,,,2020-05-31,06:16:15,2214029,0,CNY,,,,,
110049374,155,2188494,155,260.0,,,,,2020-05-31,06:19:17,2188494,0,CNY,,,,,
110049375,155,2204814,155,150.0,,,,,2020-05-31,06:26:58,2204814,0,CNY,,,,,
110049376,188,2181430,188,275.0,,,,,2020-05-31,06:32:41,2181430,0,CNY,,,,,
110049377,352,2223903,352,125.0,,,,,2020-05-31,06:39:49,2223903,0,CNY,,,,,
110049378,626,2165752,626,250.99,,,,,2020-05-31,06:45:01,2165752,0,CNY,,,,,
110049379,626,2183649,626,1250.0,,,,,2020-05-31,06:48:09,2183649,0,CNY,,,,,
110049380,479,2165392,479,115.0,,,,,2020-05-31,06:53:46,2165392,0,CNY,,,,,
110049381,626,2156105,626,405.0,,,,,2020-05-31,06:59:43,2156105,0,CNY,,,,,
110049382,479,2185539,479,120.0,,,,,2020-05-31,07:02:54,2185539,0,CNY,,,,,
110049383,479,2229207,479,209.99,,,,,2020-05-31,07:08:58,2229207,0,CNY,,,,,
110049384,479,2187817,479,235.0,,,,,2020-05-31,07:10:58,2187817,0,CNY,,,,,
110049385,188,2150019,188,115.0,,,,,2020-05-31,07:14:39,2150019,0,CNY,,,,,
110049386,352,2182489,352,520.0,,,,,2020-05-31,07:23:15,2182489,0,CNY,,,,,
110049387,352,2188301,352,160.0,,,,,2020-05-31,07:23:17,2188301,0,CNY,,,,,
110049388,352,2166493,352,580.0,,,,,2020-05-31,07:24:09,2166493,0,CNY,,,,,
110049389,323,2146624,323,125.0,,,,,2020-05-31,07:25:25,2146624,0,CNY,,,,,
110049390,155,2199285,155,105.0,,,,,2020-05-31,07:33:20,2199285,0,CNY,,,,,
110049391,188,2223963,188,260.0,,,,,2020-05-31,07:39:55,2223963,0,CNY,,,,,
110049392,352,2217076,352,100.0,,,,,2020-05-31,07:40:04,2217076,0,CNY,,,,,
110049393,352,2225684,352,115.0,,,,,2020-05-31,07:42:10,2225684,0,CNY,,,,,
110049394,352,2183784,352,160.0,,,,,2020-05-31,07:46:40,2183784,0,CNY,,,,,
110049395,188,2186175,188,270.0,,,,,2020-05-31,07:53:16,2186175,0,CNY,,,,,
110049396,323,2189455,323,817.99,,,,,2020-05-31,08:01:34,2189455,0,CNY,,,,,
110049397,479,2216549,479,279.99,,,,,2020-05-31,08:04:45,2216549,0,CNY,,,,,
110049398,188,2182175,188,487.99,,,,,2020-05-31,08:11:47,2182175,0,CNY,,,,,
110049399,479,2159176,479,945.0,,,,,2020-05-31,08:11:50,2159176,0,CNY,,,,,
110049400,352,2140309,352,695.0,,,,,2020-05-31,08:17:11,2140309,0,CNY,,,,,
110049401,323,2217265,323,220.0,,,,,2020-05-31,08:20:20,2217265,0,CNY,,,,,
110049402,626,2159261,626,830.0,,,,,2020-05-31,08:22:22,2159261,0,CNY,,,,,
110049403,323,2157853,323,115.0,,,,,2020-05-31,08:22:36,2157853,0,CNY,,,,,
110049404,323,2171568,323,115.0,,,,,2020-05-31,08:31:05,2171568,0,CNY,,,,,
110049405,155,2199388,155,415.0,,,,,2020-05-31,08:33:01,2199388,0,CNY,,,,,
110049406,626,2161401,626,345.0,,,,,2020-05-31,08:41:59,2161401,0,CNY,,,,,
110049407,479,2211336,479,115.0,,,,,2020-05-31,08:49:50,2211336,0,CNY,,,,,
110049408,626,2201434,626,125.0,,,,,2020-05-31,08:55:39,2201434,0,CNY,,,,,
110049409,155,2229919,155,115.0,,,,,2020-05-31,09:02:14,2229919,0,CNY,,,,,
110049410,626,2210774,626,100.0,,,,,2020-05-31,09:10:38,2210774,0,CNY,,,,,
110049411,479,2181550,479,125.0,,,,,2020-05-31,09:18:31,2181550,0,CNY,,,,,
110049412,479,2212438,479,697.99,,,,,2020-05-31,09:19:08,2212438,0,CNY,,,,,
110049413,352,2199980,352,810.0,,,,,2020-05-31,09:25:31,2199980,0,CNY,,,,,
110049414,352,2133949,352,160.0,,,,,2020-05-31,09:27:53,2133949,0,CNY,,,,,
110049415,155,2133653,155,410.99,,,,,2020-05-31,09:32:08,2133653,0,CNY,,,,,
110049416,155,2190791,155,430.0,,,,,2020-05-31,09:32:37,2190791,0,CNY,,,,,
110049417,626,2135507,626,155.98,,,,,2020-05-31,09:41:57,2135507,0,CNY,,,,,
110049418,323,2163607,323,200.0,,,,,2020-05-31,09:43:33,2163607,0,CNY,,,,,
110049419,352,2225500,352,460.0,,,,,2020-05-31,09:52:39,2225500,0,CNY,,,,,
110049420,352,2214610,352,359.99,,,,,2020-05-31,09:57:10,2214610,0,CNY,,,,,
110049421,479,2212066,479,290.0,,,,,2020-05-31,09:58:37,2212066,0,CNY,,,,,
110049422,323,2211665,323,250.0,,,,,2020-05-31,10:04:12,2211665,0,CNY,,,,,
110049423,188,2166046,188,125.0,,,,,2020-05-31,10:09:04,2166046,0,CNY,,,,,
110049424,479,2171558,479,315.0,,,,,2020-05-31,10:12:25,2171558,0,CNY,,,,,
110049425,155,2217159,155,105.0,,,,,2020-05-31,10:21:38,2217159,0,CNY,,,,,
110049426,155,2203032,155,545.0,,,,,2020-05-31,10:29:34,2203032,0,CNY,,,,,
110049427,479,2170618,479,154.99,,,,,2020-05-31,10:31:13,2170618,0,CNY,,,,,
110049428,323,2210006,323,200.0,,,,,2020-05-31,10:37:59,2210006,0,CNY,,,,,
110049429,323,2159852,323,160.0,,,,,2020-05-31,10:45:29,2159852,0,CNY,,,,,
110049430,323,2218970,323,165.0,,,,,2020-05-31,10:49:31,2218970,0,CNY,,,,,
110049431,155,2191808,155,915.0,,,,,2020-05-31,10:49:35,2191808,0,CNY,,,,,
110049432,352,2163500,352,230.0,,,,,2020-05-31,10:58:37,2163500,0,CNY,,,,,
110049433,479,2178082,479,335.0,,,,,2020-05-31,11:03:08,2178082,0,CNY,,,,,
110049434,155,2137745,155,285.0,,,,,2020-05-31,11:12:21,2137745,0,CNY,,,,,
110049435,626,2141318,626,760.0,,,,,2020-05-31,11:21:28,2141318,0,CNY,,,,,
110049436,323,2164661,323,125.0,,,,,2020-05-31,11:25:20,2164661,0,CNY,,,,,
110049437,626,2147096,626,1060.0,,,,,2020-05-31,11:33:53,2147096,0,CNY,,,,,
110049438,323,2134233,323,100.0,,,,,2020-05-31,11:39:40,2134233,0,CNY,,,,,
110049439,323,2151551,323,375.98,,,,,2020-05-31,11:45:07,2151551,0,CNY,,,,,
110049440,323,2169975,323,260.0,,,,,2020-05-31,11:54:15,2169975,0,CNY,,,,,
110049441,155,2228979,155,640.0,,,,,2020-05-31,12:01:10,2228979,0,CNY,,,,,
110049442,479,2143954,479,300.0,,,,,2020-05-31,12:11:04,2143954,0,CNY,,,,,
110049443,188,2200615,188,290.0,,,,,2020-05-31,12:17:38,2200615,0,CNY,,,,,
110049444,352,2166252,352,115.0,,,,,2020-05-31,12:18:05,2166252,0,CNY,,,,,
110049445,188,2140303,188,225.0,,,,,2020-05-31,12:26:05,2140303,0,CNY,,,,,
110049446,479,2138691,479,575.0,,,,,2020-05-31,12:32:30,2138691,0,CNY,,,,,
110049447,479,2169501,479,115.0,,,,,2020-05-31,12:32:46,2169501,0,CNY,,,,,
110049448,188,2199452,188,260.0,,,,,2020-05-31,12:33:04,2199452,0,CNY,,,,,
110049449,188,2163094,188,585.0,,,,,2020-05-31,12:40:59,2163094,0,CNY,,,,,
110049450,155,2153818,155,450.0,,,,,2020-05-31,12:42:27,2153818,0,CNY,,,,,
110049451,352,2137911,352,570.0,,,,,2020-05-31,12:51:29,2137911,0,CNY,,,,,
110049452,323,2153749,323,125.0,,,,,2020-05-31,12:58:25,2153749,0,CNY,,,,,
110049453,352,2151677,352,480.0,,,,,2020-05-31,12:58:55,2151677,0,CNY,,,,,
110049454,479,2154713,479,1015.0,,,,,2020-05-31,13:06:42,2154713,0,CNY,,,,,
110049455,188,2149005,188,77.99,,,,,2020-05-31,13:10:28,2149005,0,CNY,,,,,
110049456,323,2143158,323,84.99,,,,,2020-05-31,13:18:23,2143158,0,CNY,,,,,
110049457,188,2148750,188,125.0,,,,,2020-05-31,13:18:49,2148750,0,CNY,,,,,
110049458,188,2184054,188,200.0,,,,,2020-05-31,13:22:04,2184054,0,CNY,,,,,
110049459,626,2170919,626,100.0,,,,,2020-05-31,13:22:21,2170919,0,CNY,,,,,
110049460,479,2132946,479,540.0,,,,,2020-05-31,13:29:52,2132946,0,CNY,,,,,
110049461,352,2183937,352,247.99,,,,,2020-05-31,13:37:57,2183937,0,CNY,,,,,
110049462,155,2151063,155,805.0,,,,,2020-05-31,13:39:17,2151063,0,CNY,,,,,
110049463,155,2202214,155,480.0,,,,,2020-05-31,13:40:10,2202214,0,CNY,,,,,
110049464,352,2151371,352,450.0,,,,,2020-05-31,13:46:25,2151371,0,CNY,,,,,
110049465,479,2145245,479,575.0,,,,,2020-05-31,13:55:35,2145245,0,CNY,,,,,
110049466,626,2181347,626,815.0,,,,,2020-05-31,13:57:40,2181347,0,CNY,,,,,
110049467,155,2147705,155,100.0,,,,,2020-05-31,14:04:33,2147705,0,CNY,,,,,
110049468,155,2173085,155,355.0,,,,,2020-05-31,14:07:23,2173085,0,CNY,,,,,
110049469,479,2162433,479,160.0,,,,,2020-05-31,14:10:29,2162433,0,CNY,,,,,
110049470,155,2135084,155,130.0,,,,,2020-05-31,14:15:45,2135084,0,CNY,,,,,
110049471,479,2226370,479,1345.0,,,,,2020-05-31,14:23:21,2226370,0,CNY,,,,,
110049472,626,2141408,626,100.0,,,,,2020-05-31,14:24:04,2141408,0,CNY,,,,,
110049473,352,2224374,352,445.0,,,,,2020-05-31,14:32:27,2224374,0,CNY,,,,,
110049474,626,2209548,626,160.0,,,,,2020-05-31,14:40:33,2209548,0,CNY,,,,,
110049475,352,2170663,352,490.0,,,,,2020-05-31,14:45:11,2170663,0,CNY,,,,,
110049476,352,2209893,352,385.0,,,,,2020-05-31,14:52:15,2209893,0,CNY,,,,,
110049477,626,2137722,626,580.0,,,,,2020-05-31,14:57:49,2137722,0,CNY,,,,,
110049478,188,2135194,188,480.0,,,,,2020-05-31,15:02:39,2135194,0,CNY,,,,,
110049479,479,2178595,479,150.0,,,,,2020-05-31,15:08:55,2178595,0,CNY,,,,,
110049480,155,2215788,155,260.0,,,,,2020-05-31,15:14:32,2215788,0,CNY,,,,,
110049481,626,2133596,626,285.0,,,,,2020-05-31,15:17:01,2133596,0,CNY,,,,,
110049482,479,2173809,479,270.98,,,,,2020-05-31,15:24:01,2173809,0,CNY,,,,,
110049483,188,2190618,188,230.0,,,,,2020-05-31,15:27:27,2190618,0,CNY,,,,,
110049484,626,2155501,626,125.0,,,,,2020-05-31,15:31:25,2155501,0,CNY,,,,,
110049485,188,2159131,188,170.0,,,,,2020-05-31,15:31:32,2159131,0,CNY,,,,,
110049486,479,2137260,479,285.0,,,,,2020-05-31,15:38:54,2137260,0,CNY,,,,,
110049487,479,2179950,479,635.0,,,,,2020-05-31,15:41:09,2179950,0,CNY,,,,,
110049488,479,2190389,479,115.0,,,,,2020-05-31,15:47:19,2190389,0,CNY,,,,,
110049489,626,2209002,626,1070.0,,,,,2020-05-31,15:50:19,2209002,0,CNY,,,,,
110049490,352,2155661,352,160.0,,,,,2020-05-31,15:58:33,2155661,0,CNY,,,,,
110049491,155,2208653,155,630.0,,,,,2020-05-31,16:07:23,2208653,0,CNY,,,,,
110049492,188,2186016,188,160.0,,,,,2020-05-31,16:16:28,2186016,0,CNY,,,,,
110049493,323,2198007,323,100.0,,,,,2020-05-31,16:26:03,2198007,0,CNY,,,,,
